order_id,customer_id,city,product_name,category,order_value,order_date
5,77,Mumbai,Product_60,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_56,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_55,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_54,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_50,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_49,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_48,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_42,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_37,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_35,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_31,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_17,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_16,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_14,Clothing,39.99,2023-01-05
5,77,Mumbai,Product_3,Clothing,39.99,2023-01-05
6,258,Mumbai,Product_100,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_97,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_96,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_95,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_88,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_85,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_80,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_74,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_67,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_66,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_64,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_62,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_58,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_52,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_41,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_30,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_26,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_25,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_18,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_9,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_8,Electronics,87.40,2023-01-06
6,258,Mumbai,Product_4,Electronics,87.40,2023-01-06
7,127,Kolkata,Product_99,Books,18.08,2023-01-07
7,127,Kolkata,Product_91,Books,18.08,2023-01-07
7,127,Kolkata,Product_90,Books,18.08,2023-01-07
7,127,Kolkata,Product_87,Books,18.08,2023-01-07
7,127,Kolkata,Product_82,Books,18.08,2023-01-07
7,127,Kolkata,Product_81,Books,18.08,2023-01-07
7,127,Kolkata,Product_78,Books,18.08,2023-01-07
7,127,Kolkata,Product_59,Books,18.08,2023-01-07
7,127,Kolkata,Product_53,Books,18.08,2023-01-07
7,127,Kolkata,Product_51,Books,18.08,2023-01-07
7,127,Kolkata,Product_47,Books,18.08,2023-01-07
7,127,Kolkata,Product_36,Books,18.08,2023-01-07
7,127,Kolkata,Product_34,Books,18.08,2023-01-07
7,127,Kolkata,Product_29,Books,18.08,2023-01-07
7,127,Kolkata,Product_28,Books,18.08,2023-01-07
7,127,Kolkata,Product_15,Books,18.08,2023-01-07
7,127,Kolkata,Product_12,Books,18.08,2023-01-07
7,127,Kolkata,Product_11,Books,18.08,2023-01-07
7,127,Kolkata,Product_10,Books,18.08,2023-01-07
7,127,Kolkata,Product_5,Books,18.08,2023-01-07
7,127,Kolkata,Product_2,Books,18.08,2023-01-07
7,127,Kolkata,Product_1,Books,18.08,2023-01-07
8,282,Bangalore,Product_99,Books,25.41,2023-01-08
8,282,Bangalore,Product_91,Books,25.41,2023-01-08
8,282,Bangalore,Product_90,Books,25.41,2023-01-08
8,282,Bangalore,Product_87,Books,25.41,2023-01-08
8,282,Bangalore,Product_82,Books,25.41,2023-01-08
8,282,Bangalore,Product_81,Books,25.41,2023-01-08
8,282,Bangalore,Product_78,Books,25.41,2023-01-08
8,282,Bangalore,Product_59,Books,25.41,2023-01-08
8,282,Bangalore,Product_53,Books,25.41,2023-01-08
8,282,Bangalore,Product_51,Books,25.41,2023-01-08
8,282,Bangalore,Product_47,Books,25.41,2023-01-08
8,282,Bangalore,Product_36,Books,25.41,2023-01-08
8,282,Bangalore,Product_34,Books,25.41,2023-01-08
8,282,Bangalore,Product_29,Books,25.41,2023-01-08
8,282,Bangalore,Product_28,Books,25.41,2023-01-08
8,282,Bangalore,Product_15,Books,25.41,2023-01-08
8,282,Bangalore,Product_12,Books,25.41,2023-01-08
8,282,Bangalore,Product_11,Books,25.41,2023-01-08
8,282,Bangalore,Product_10,Books,25.41,2023-01-08
8,282,Bangalore,Product_5,Books,25.41,2023-01-08
8,282,Bangalore,Product_2,Books,25.41,2023-01-08
8,282,Bangalore,Product_1,Books,25.41,2023-01-08
9,88,Bangalore,Product_94,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_93,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_92,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_89,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_83,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_77,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_76,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_68,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_65,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_60,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_56,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_55,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_54,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_50,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_49,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_48,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_42,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_37,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_35,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_31,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_17,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_16,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_14,Clothing,19.06,2023-01-09
9,88,Bangalore,Product_3,Clothing,19.06,2023-01-09
10,204,Delhi,Product_98,Beauty,31.50,2023-01-10
10,204,Delhi,Product_84,Beauty,31.50,2023-01-10
10,204,Delhi,Product_73,Beauty,31.50,2023-01-10
10,204,Delhi,Product_72,Beauty,31.50,2023-01-10
10,204,Delhi,Product_70,Beauty,31.50,2023-01-10
10,204,Delhi,Product_69,Beauty,31.50,2023-01-10
10,204,Delhi,Product_63,Beauty,31.50,2023-01-10
10,204,Delhi,Product_61,Beauty,31.50,2023-01-10
10,204,Delhi,Product_45,Beauty,31.50,2023-01-10
10,204,Delhi,Product_40,Beauty,31.50,2023-01-10
10,204,Delhi,Product_39,Beauty,31.50,2023-01-10
10,204,Delhi,Product_38,Beauty,31.50,2023-01-10
10,204,Delhi,Product_32,Beauty,31.50,2023-01-10
10,204,Delhi,Product_27,Beauty,31.50,2023-01-10
10,204,Delhi,Product_24,Beauty,31.50,2023-01-10
10,204,Delhi,Product_23,Beauty,31.50,2023-01-10
10,204,Delhi,Product_20,Beauty,31.50,2023-01-10
10,204,Delhi,Product_19,Beauty,31.50,2023-01-10
10,204,Delhi,Product_7,Beauty,31.50,2023-01-10
11,16,Mumbai,Product_98,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_84,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_73,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_72,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_70,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_69,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_63,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_61,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_45,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_40,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_39,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_38,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_32,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_27,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_24,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_23,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_20,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_19,Beauty,16.81,2023-01-11
11,16,Mumbai,Product_7,Beauty,16.81,2023-01-11
12,151,Kolkata,Product_94,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_93,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_92,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_89,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_83,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_77,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_76,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_68,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_65,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_60,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_56,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_55,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_54,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_50,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_49,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_48,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_42,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_37,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_35,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_31,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_17,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_16,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_14,Clothing,163.00,2023-01-12
12,151,Kolkata,Product_3,Clothing,163.00,2023-01-12
13,254,Mumbai,Product_98,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_84,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_73,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_72,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_70,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_69,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_63,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_61,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_45,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_40,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_39,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_38,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_32,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_27,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_24,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_23,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_20,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_19,Beauty,18.76,2023-01-13
13,254,Mumbai,Product_7,Beauty,18.76,2023-01-13
14,188,Bangalore,Product_86,Home,5.16,2023-01-14
14,188,Bangalore,Product_79,Home,5.16,2023-01-14
14,188,Bangalore,Product_75,Home,5.16,2023-01-14
14,188,Bangalore,Product_71,Home,5.16,2023-01-14
14,188,Bangalore,Product_57,Home,5.16,2023-01-14
14,188,Bangalore,Product_46,Home,5.16,2023-01-14
14,188,Bangalore,Product_44,Home,5.16,2023-01-14
14,188,Bangalore,Product_43,Home,5.16,2023-01-14
14,188,Bangalore,Product_33,Home,5.16,2023-01-14
14,188,Bangalore,Product_22,Home,5.16,2023-01-14
14,188,Bangalore,Product_21,Home,5.16,2023-01-14
14,188,Bangalore,Product_13,Home,5.16,2023-01-14
14,188,Bangalore,Product_6,Home,5.16,2023-01-14
15,32,Mumbai,Product_98,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_84,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_73,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_72,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_70,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_69,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_63,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_61,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_45,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_40,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_39,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_38,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_32,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_27,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_24,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_23,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_20,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_19,Beauty,37.41,2023-01-15
15,32,Mumbai,Product_7,Beauty,37.41,2023-01-15
16,271,Mumbai,Product_98,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_84,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_73,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_72,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_70,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_69,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_63,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_61,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_45,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_40,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_39,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_38,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_32,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_27,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_24,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_23,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_20,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_19,Beauty,2.94,2023-01-16
16,271,Mumbai,Product_7,Beauty,2.94,2023-01-16
17,5,Kolkata,Product_98,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_84,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_73,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_72,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_70,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_69,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_63,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_61,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_45,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_40,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_39,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_38,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_32,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_27,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_24,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_23,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_20,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_19,Beauty,5.86,2023-01-17
17,5,Kolkata,Product_7,Beauty,5.86,2023-01-17
18,169,Mumbai,Product_86,Home,12.38,2023-01-18
18,169,Mumbai,Product_79,Home,12.38,2023-01-18
18,169,Mumbai,Product_75,Home,12.38,2023-01-18
18,169,Mumbai,Product_71,Home,12.38,2023-01-18
18,169,Mumbai,Product_57,Home,12.38,2023-01-18
18,169,Mumbai,Product_46,Home,12.38,2023-01-18
18,169,Mumbai,Product_44,Home,12.38,2023-01-18
18,169,Mumbai,Product_43,Home,12.38,2023-01-18
18,169,Mumbai,Product_33,Home,12.38,2023-01-18
18,169,Mumbai,Product_22,Home,12.38,2023-01-18
18,169,Mumbai,Product_21,Home,12.38,2023-01-18
18,169,Mumbai,Product_13,Home,12.38,2023-01-18
18,169,Mumbai,Product_6,Home,12.38,2023-01-18
19,181,Mumbai,Product_98,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_84,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_73,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_72,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_70,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_69,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_63,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_61,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_45,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_40,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_39,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_38,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_32,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_27,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_24,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_23,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_20,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_19,Beauty,31.21,2023-01-19
19,181,Mumbai,Product_7,Beauty,31.21,2023-01-19
20,178,Delhi,Product_86,Home,28.39,2023-01-20
20,178,Delhi,Product_79,Home,28.39,2023-01-20
20,178,Delhi,Product_75,Home,28.39,2023-01-20
20,178,Delhi,Product_71,Home,28.39,2023-01-20
20,178,Delhi,Product_57,Home,28.39,2023-01-20
20,178,Delhi,Product_46,Home,28.39,2023-01-20
20,178,Delhi,Product_44,Home,28.39,2023-01-20
20,178,Delhi,Product_43,Home,28.39,2023-01-20
20,178,Delhi,Product_33,Home,28.39,2023-01-20
20,178,Delhi,Product_22,Home,28.39,2023-01-20
20,178,Delhi,Product_21,Home,28.39,2023-01-20
20,178,Delhi,Product_13,Home,28.39,2023-01-20
20,178,Delhi,Product_6,Home,28.39,2023-01-20
21,143,Hyderabad,Product_94,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_93,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_92,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_89,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_83,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_77,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_76,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_68,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_65,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_60,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_56,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_55,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_54,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_50,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_49,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_48,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_42,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_37,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_35,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_31,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_17,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_16,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_14,Clothing,80.39,2023-01-21
21,143,Hyderabad,Product_3,Clothing,80.39,2023-01-21
22,248,Hyderabad,Product_100,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_97,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_96,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_95,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_88,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_85,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_80,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_74,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_67,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_66,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_64,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_62,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_58,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_52,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_41,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_30,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_26,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_25,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_18,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_9,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_8,Electronics,67.25,2023-01-22
22,248,Hyderabad,Product_4,Electronics,67.25,2023-01-22
23,127,Kolkata,Product_94,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_93,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_92,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_89,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_83,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_77,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_76,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_68,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_65,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_60,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_56,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_55,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_54,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_50,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_49,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_48,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_42,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_37,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_35,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_31,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_17,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_16,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_14,Clothing,27.78,2023-01-23
23,127,Kolkata,Product_3,Clothing,27.78,2023-01-23
24,263,Mumbai,Product_100,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_97,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_96,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_95,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_88,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_85,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_80,Electronics,20.30,2023-01-24
24,263,Mumbai,Product_74,Electronics,20.30,2023-01-24
